1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
9.999999998728865691e-01,0.000000000000000000e+00,1.594449281896880873e-05,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.594449281896880873e-05,0.000000000000000000e+00,9.999999998728865691e-01,1.036396799986631297e-05,0.000000000000000000e+00,5.000059791021833622e-01,0.000000000000000000e+00
9.999999921101280220e-01,0.000000000000000000e+00,1.256174502632583325e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.256174502632583325e-04,0.000000000000000000e+00,9.999999921101280220e-01,8.165430137310968311e-05,0.000000000000000000e+00,5.000471014154319604e-01,0.000000000000000000e+00
9.999999128593999309e-01,0.000000000000000000e+00,4.174699898996873503e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.174699898996873503e-04,0.000000000000000000e+00,9.999999128593999309e-01,2.713881711598227628e-04,0.000000000000000000e+00,5.001564946048223659e-01,0.000000000000000000e+00
9.999995253656067673e-01,0.000000000000000000e+00,9.743041420259141968e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.743041420259141968e-04,0.000000000000000000e+00,9.999995253656067673e-01,6.334756802143065276e-04,0.000000000000000000e+00,5.003650555409041578e-01,0.000000000000000000e+00
9.999982452009179568e-01,0.000000000000000000e+00,1.873391332517464376e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.873391332517464376e-03,0.000000000000000000e+00,9.999982452009179568e-01,1.218362415792118361e-03,0.000000000000000000e+00,5.007013811302907236e-01,0.000000000000000000e+00
9.999949228092832598e-01,0.000000000000000000e+00,3.186589972924901322e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.186589972924901322e-03,0.000000000000000000e+00,9.999949228092832598e-01,2.073187428919963989e-03,0.000000000000000000e+00,5.011916710658809171e-01,0.000000000000000000e+00
9.999875974257870226e-01,0.000000000000000000e+00,4.980461284076810081e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.980461284076810081e-03,0.000000000000000000e+00,9.999875974257870226e-01,3.241950799979794167e-03,0.000000000000000000e+00,5.018596113082903765e-01,0.000000000000000000e+00
9.999732349178026558e-01,0.000000000000000000e+00,7.316382167785138828e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.316382167785138828e-03,0.000000000000000000e+00,9.999732349178026558e-01,4.765685314884345568e-03,0.000000000000000000e+00,5.027262460094911178e-01,0.000000000000000000e+00
9.999474606693102841e-01,0.000000000000000000e+00,1.025065368637857396e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.025065368637857396e-02,0.000000000000000000e+00,9.999474606693102841e-01,6.682627145154717251e-03,0.000000000000000000e+00,5.038098445674435988e-01,0.000000000000000000e+00
